areacode
110100
110200
120100
120200
130100
130107
130120
130121
130127
130129
130133
130184
130227
130283
130301
130402
130406
130425
130426
130427
130481
130500
130522
130523
130526
130600
130631
130683
130705
130722
130802
130826
130900
130924
130925
131102
131103
131121
131127
139002
140107
140300
140321
140322
140423
140425
140522
140702
140703
140725
140824
140827
140921
141182
150125
150300
150402
150403
150404
150422
150430
150502
150521
150522
150523
150524
150525
150526
150581
150702
150703
150721
150722
150724
150725
150781
150782
150783
150785
150802
150821
150826
152502
152524
210100
210123
210124
210181
210200
210213
210283
210300
210323
210400
210500
210600
210681
210700
210800
210900
210922
211021
211100
211104
211322
220183
220283
220402
220422
220500
220581
220582
220602
222401
222402
222403
222405
222406
222424
230102
230103
230110
230183
230184
230921
231002
231003
231004
231005
231083
310100
310200
320116
320117
320118
320201
320281
320282
320301
320382
320401
320481
320482
320501
320581
320582
320583
320585
320601
320621
320623
320681
320682
320684
320701
320721
320722
320723
320724
320803
320804
320811
320826
320829
320830
320831
320902
320903
320921
320922
320923
320924
320925
320981
320982
321002
321003
321023
321081
321088
321181
321182
321283
321302
321322
321323
321324
330101
330204
330282
330302
330382
330401
330421
330481
330503
330522
330681
330682
330702
330784
330802
330824
330902
330921
331024
331081
331102
331181
340100
340121
340122
340123
340124
340181
340200
340222
340223
340300
340322
340406
340421
340500
340521
340700
340721
340802
340803
340811
340822
340825
340827
340828
340881
340882
341181
341202
341203
341204
341222
341225
341282
341302
341323
341502
341521
341524
341622
341721
341823
341881
350181
350182
350201
350212
350213
350303
350481
350521
350625
350783
350802
350803
360102
360111
360112
360302
360313
360323
360403
360423
360502
360603
360702
360721
360722
360723
360724
360725
360727
360731
360823
360824
360829
360922
360923
360925
360982
361024
361025
361026
361029
361102
361103
361121
361124
361125
361126
361127
361128
361129
361130
361181
370100
370114
370116
370200
370211
370305
370323
370481
370502
370523
370600
370683
370685
370702
370724
370781
370785
370811
370830
370832
370881
370883
370921
370983
371083
371102
371122
371321
371323
371327
371424
371502
371526
371602
371702
371722
371724
410100
410224
410300
410322
410323
410324
410325
410326
410327
410328
410329
410381
410400
410423
410425
410481
410581
410600
410621
410622
410782
410825
410902
410922
410923
410926
410928
411002
411081
411102
411103
411104
411121
411122
411202
411281
411303
411321
411322
411325
411425
411502
411521
411624
411625
411681
411721
419001
419003
420101
420281
420321
420381
420501
420527
420529
420581
420600
420683
420684
420821
420881
420923
421000
421022
421083
421181
421221
421222
422801
429006
430102
430103
430104
430105
430111
430112
430121
430124
430181
430203
430204
430223
430302
430424
430482
430521
430528
430602
430702
430721
430781
430802
430821
430902
430922
431025
431081
431124
431126
431128
431226
431281
431321
431381
431382
433122
440101
440109
440205
440229
440282
440301
440400
440604
440605
440606
440607
440608
440701
440802
440804
440811
440881
440883
440981
441202
441203
441204
441205
441223
441225
441226
441284
441303
441402
441403
441422
441502
441602
441704
441802
441823
441900
442000
445222
445381
450102
450103
450105
450106
450107
450108
450109
450111
450122
450123
450124
450125
450126
450127
450201
450222
450223
450224
450301
450321
450323
450325
450327
450328
450329
450330
450331
450332
450401
450421
450501
450521
450602
450702
450722
450802
450803
450804
450821
450881
450981
451002
451003
451022
451027
451102
451122
451202
451225
451302
451381
451402
451421
451423
451424
451425
460201
469001
469002
469021
469026
469028
500101
500102
500103
500104
500105
500106
500107
500108
500109
500110
500111
500112
500113
500114
500115
500116
500118
500119
500120
500223
500224
500226
500227
500228
500229
500230
500231
500232
500233
500234
500235
500236
500237
500238
500240
500241
500242
500243
510104
510105
510106
510107
510108
510112
510113
510114
510115
510121
510122
510123
510124
510129
510131
510132
510180
510181
510182
510183
510184
510302
510303
510304
510311
510321
510322
510402
510403
510411
510421
510502
510503
510504
510521
510522
510524
510603
510623
510626
510681
510682
510683
510703
510704
510705
510722
510723
510725
510726
510727
510781
510802
510811
510812
510821
510822
510823
510824
510903
510904
510921
510922
510923
511002
511011
511024
511025
511028
511102
511111
511112
511113
511123
511124
511126
511129
511181
511303
511322
511324
511325
511381
511402
511403
511421
511423
511424
511425
511502
511503
511521
511523
511524
511528
511602
511603
511621
511622
511623
511681
511703
511722
511724
511725
511802
511803
511822
511823
511824
511825
511826
511827
511902
511921
511922
511923
512002
512021
512022
513221
520121
520122
520123
520203
520281
520303
520330
520381
520402
520423
520523
520602
520621
520622
520625
522327
522622
522625
522627
522628
522634
522635
522636
522701
522702
522722
522725
522730
530102
530103
530111
530112
530113
530114
530122
530125
530126
530127
530128
530129
530181
530302
530303
530321
530323
530324
530325
530381
530402
530403
530422
530423
530424
530425
530426
530427
530428
530502
530521
530523
530524
530581
530626
530630
530702
530721
530722
530723
530724
530821
530823
530824
530825
530826
530828
530902
530921
530922
530923
530924
530925
530927
532301
532322
532323
532324
532325
532326
532328
532329
532331
532501
532502
532522
532523
532524
532525
532526
532527
532621
532622
532623
532624
532625
532626
532628
532801
532923
532925
532926
532928
533301
533401
540102
540300
610102
610103
610104
610112
610113
610114
610115
610116
610117
610118
610122
610204
610302
610303
610304
610322
610324
610326
610327
610328
610329
610331
610423
610431
610502
610503
610522
610523
610524
610526
610528
610582
610602
610625
610628
610631
610632
610702
610722
610726
610902
610921
610923
610924
610928
611002
611022
611025
620102
620103
620104
620105
620111
620402
620403
620421
620422
620423
620502
620503
620602
620621
620622
620623
620702
620724
620826
620982
621021
621124
623021
630100
630121
630122
630202
630222
630223
632500
640104
640105
640106
640122
640202
640205
640221
640381
640402
640502
640521
650102
650109
650200
652800
654003
654025
659001
